t,Fthrust,Fdrag,m,v,Mach,a,altitude,twr,maxV,maxMach,maxAcc,minAcc,maxG,minG
23.26,500.0,324.28848,12.17691,256.50831,0.79049,4.61948,4029.74963,4.18511,256.50831,0.79049,21.74063,0,2.21693,0
23.27,500.0,324.30661,12.17531,256.55451,0.79066,4.61989,4032.31494,4.18566,256.55451,0.79066,21.74063,0,2.21693,0
23.28,500.0,324.3247,12.17371,256.60071,0.79083,4.6203,4034.88072,4.18621,256.60071,0.79083,21.74063,0,2.21693,0
23.29,500.0,324.34274,12.1721,256.64692,0.79099,4.62072,4037.44696,4.18676,256.64692,0.79099,21.74063,0,2.21693,0
23.3,500.0,324.36075,12.1705,256.69313,0.79116,4.62113,4040.01366,4.18731,256.69313,0.79116,21.74063,0,2.21693,0
23.31,500.0,324.37871,12.1689,256.73935,0.79133,4.62155,4042.58082,4.18786,256.73935,0.79133,21.74063,0,2.21693,0
23.32,500.0,324.39663,12.1673,256.78557,0.7915,4.62198,4045.14845,4.18842,256.78557,0.7915,21.74063,0,2.21693,0
23.33,500.0,324.41451,12.16569,256.83179,0.79166,4.62241,4047.71653,4.18897,256.83179,0.79166,21.74063,0,2.21693,0
23.34,500.0,324.43235,12.16409,256.87802,0.79183,4.62284,4050.28508,4.18952,256.87802,0.79183,21.74063,0,2.21693,0
23.35,500.0,324.45015,12.16249,256.92425,0.792,4.62327,4052.85409,4.19007,256.92425,0.792,21.74063,0,2.21693,0
23.36,500.0,324.46791,12.16088,256.97049,0.79217,4.62371,4055.42357,4.19062,256.97049,0.79217,21.74063,0,2.21693,0
23.37,500.0,324.48563,12.15928,257.01673,0.79234,4.62415,4057.9935,4.19118,257.01673,0.79234,21.74063,0,2.21693,0
23.38,500.0,324.50331,12.15768,257.06298,0.7925,4.6246,4060.5639,4.19173,257.06298,0.7925,21.74063,0,2.21693,0
23.39,500.0,324.52094,12.15608,257.10923,0.79267,4.62505,4063.13476,4.19228,257.10923,0.79267,21.74063,0,2.21693,0
23.4,500.0,324.53854,12.15447,257.15548,0.79284,4.6255,4065.70609,4.19283,257.15548,0.79284,21.74063,0,2.21693,0
23.41,500.0,324.5561,12.15287,257.20174,0.79301,4.62596,4068.27787,4.19339,257.20174,0.79301,21.74063,0,2.21693,0
23.42,500.0,324.57361,12.15127,257.24801,0.79317,4.62642,4070.85012,4.19394,257.24801,0.79317,21.74063,0,2.21693,0
23.43,500.0,324.59109,12.14967,257.29428,0.79334,4.62688,4073.42283,4.19449,257.29428,0.79334,21.74063,0,2.21693,0
23.44,500.0,324.60853,12.14806,257.34055,0.79351,4.62735,4075.99601,4.19505,257.34055,0.79351,21.74063,0,2.21693,0
23.45,500.0,324.62592,12.14646,257.38683,0.79368,4.62781,4078.56964,4.1956,257.38683,0.79368,21.74063,0,2.21693,0
23.46,500.0,324.64328,12.14486,257.43311,0.79385,4.62829,4081.14374,4.19615,257.43311,0.79385,21.74063,0,2.21693,0
23.47,500.0,324.66059,12.14325,257.4794,0.79401,4.62876,4083.71831,4.19671,257.4794,0.79401,21.74063,0,2.21693,0
23.48,500.0,324.67787,12.14165,257.52569,0.79418,4.62924,4086.29333,4.19726,257.52569,0.79418,21.74063,0,2.21693,0
23.49,500.0,324.6951,12.14005,257.57199,0.79435,4.62973,4088.86882,4.19781,257.57199,0.79435,21.74063,0,2.21693,0
23.5,500.0,324.7123,12.13845,257.61829,0.79452,4.63021,4091.44477,4.19837,257.61829,0.79452,21.74063,0,2.21693,0
23.51,500.0,324.72946,12.13684,257.6646,0.79469,4.6307,4094.02119,4.19892,257.6646,0.79469,21.74063,0,2.21693,0
23.52,500.0,324.74657,12.13524,257.71091,0.79486,4.6312,4096.59806,4.19948,257.71091,0.79486,21.74063,0,2.21693,0
23.53,500.0,324.76365,12.13364,257.75723,0.79502,4.63169,4099.1754,4.20003,257.75723,0.79502,21.74063,0,2.21693,0
23.54,500.0,324.78069,12.13203,257.80355,0.79519,4.63219,4101.75321,4.20059,257.80355,0.79519,21.74063,0,2.21693,0
23.55,500.0,324.79769,12.13043,257.84987,0.79536,4.6327,4104.33147,4.20114,257.84987,0.79536,21.74063,0,2.21693,0
23.56,500.0,324.81465,12.12883,257.89621,0.79553,4.6332,4106.9102,4.2017,257.89621,0.79553,21.74063,0,2.21693,0
23.57,500.0,324.83157,12.12723,257.94254,0.7957,4.63372,4109.4894,4.20225,257.94254,0.7957,21.74063,0,2.21693,0
23.58,500.0,324.84845,12.12562,257.98889,0.79587,4.63423,4112.06906,4.20281,257.98889,0.79587,21.74063,0,2.21693,0
23.59,500.0,324.86529,12.12402,258.03523,0.79603,4.63475,4114.64918,4.20336,258.03523,0.79603,21.74063,0,2.21693,0
23.6,500.0,324.88209,12.12242,258.08159,0.7962,4.63527,4117.22976,4.20392,258.08159,0.7962,21.74063,0,2.21693,0
23.61,500.0,324.89886,12.12082,258.12794,0.79637,4.63579,4119.81081,4.20447,258.12794,0.79637,21.74063,0,2.21693,0
23.62,500.0,324.91558,12.11921,258.17431,0.79654,4.63632,4122.39232,4.20503,258.17431,0.79654,21.74063,0,2.21693,0
23.63,500.0,324.93227,12.11761,258.22068,0.79671,4.63685,4124.97429,4.20559,258.22068,0.79671,21.74063,0,2.21693,0
23.64,500.0,324.94892,12.11601,258.26705,0.79688,4.63738,4127.55673,4.20614,258.26705,0.79688,21.74063,0,2.21693,0
23.65,500.0,324.96552,12.1144,258.31343,0.79705,4.63792,4130.13964,4.2067,258.31343,0.79705,21.74063,0,2.21693,0
23.66,500.0,324.98209,12.1128,258.35981,0.79721,4.63846,4132.723,4.20726,258.35981,0.79721,21.74063,0,2.21693,0
23.67,500.0,324.99863,12.1112,258.4062,0.79738,4.639,4135.30683,4.20781,258.4062,0.79738,21.74063,0,2.21693,0
23.68,500.0,325.01512,12.1096,258.4526,0.79755,4.63955,4137.89113,4.20837,258.4526,0.79755,21.74063,0,2.21693,0
23.69,500.0,325.03157,12.10799,258.499,0.79772,4.6401,4140.47588,4.20893,258.499,0.79772,21.74063,0,2.21693,0
23.7,500.0,325.04799,12.10639,258.54541,0.79789,4.64065,4143.06111,4.20948,258.54541,0.79789,21.74063,0,2.21693,0
23.71,500.0,325.06437,12.10479,258.59182,0.79806,4.64121,4145.64679,4.21004,258.59182,0.79806,21.74063,0,2.21693,0
23.72,500.0,325.08071,12.10318,258.63824,0.79823,4.64177,4148.23294,4.2106,258.63824,0.79823,21.74063,0,2.21693,0
23.73,500.0,325.09701,12.10158,258.68466,0.7984,4.64234,4150.81956,4.21116,258.68466,0.7984,21.74063,0,2.21693,0
23.74,500.0,325.11327,12.09998,258.73109,0.79856,4.6429,4153.40664,4.21171,258.73109,0.79856,21.74063,0,2.21693,0
23.75,500.0,325.12949,12.09838,258.77752,0.79873,4.64347,4155.99418,4.21227,258.77752,0.79873,21.74063,0,2.21693,0
23.76,500.0,325.14568,12.09677,258.82396,0.7989,4.64405,4158.58219,4.21283,258.82396,0.7989,21.74063,0,2.21693,0
23.77,500.0,325.16183,12.09517,258.87041,0.79907,4.64462,4161.17066,4.21339,258.87041,0.79907,21.74063,0,2.21693,0
23.78,500.0,325.17794,12.09357,258.91686,0.79924,4.6452,4163.75959,4.21395,258.91686,0.79924,21.74063,0,2.21693,0
23.79,500.0,325.19401,12.09197,258.96332,0.79941,4.64579,4166.34899,4.2145,258.96332,0.79941,21.74063,0,2.21693,0
23.8,500.0,325.21005,12.09036,259.00978,0.79958,4.64638,4168.93886,4.21506,259.00978,0.79958,21.74063,0,2.21693,0
23.81,500.0,325.22605,12.08876,259.05625,0.79975,4.64697,4171.52919,4.21562,259.05625,0.79975,21.74063,0,2.21693,0
23.82,500.0,325.24201,12.08716,259.10273,0.79992,4.64756,4174.11999,4.21618,259.10273,0.79992,21.74063,0,2.21693,0
23.83,500.0,325.25793,12.08555,259.14921,0.80009,4.64816,4176.71125,4.21674,259.14921,0.80009,21.74063,0,2.21693,0
23.84,500.0,325.27382,12.08395,259.1957,0.80026,4.64876,4179.30297,4.2173,259.1957,0.80026,21.74063,0,2.21693,0
23.85,500.0,325.28966,12.08235,259.24219,0.80043,4.64936,4181.89516,4.21786,259.24219,0.80043,21.74063,0,2.21693,0
23.86,500.0,325.30547,12.08075,259.28869,0.8006,4.64997,4184.48781,4.21842,259.28869,0.8006,21.74063,0,2.21693,0
23.87,500.0,325.32125,12.07914,259.3352,0.80076,4.65057,4187.08093,4.21898,259.3352,0.80076,21.74063,0,2.21693,0
23.88,500.0,325.33698,12.07754,259.38171,0.80093,4.65119,4189.67452,4.21954,259.38171,0.80093,21.74063,0,2.21693,0
23.89,500.0,325.35268,12.07594,259.42823,0.8011,4.6518,4192.26857,4.2201,259.42823,0.8011,21.74063,0,2.21693,0
23.9,500.0,325.36834,12.07433,259.47475,0.80127,4.65242,4194.86308,4.22066,259.47475,0.80127,21.74063,0,2.21693,0
23.91,500.0,325.38397,12.07273,259.52128,0.80144,4.65305,4197.45806,4.22122,259.52128,0.80144,21.74063,0,2.21693,0
23.92,500.0,325.39955,12.07113,259.56782,0.80161,4.65367,4200.05351,4.22178,259.56782,0.80161,21.74063,0,2.21693,0
23.93,500.0,325.4151,12.06953,259.61436,0.80178,4.6543,4202.64942,4.22234,259.61436,0.80178,21.74063,0,2.21693,0
23.94,500.0,325.43062,12.06792,259.66091,0.80195,4.65493,4205.2458,4.2229,259.66091,0.80195,21.74063,0,2.21693,0
23.95,500.0,325.44609,12.06632,259.70747,0.80212,4.65557,4207.84264,4.22346,259.70747,0.80212,21.74063,0,2.21693,0
23.96,500.0,325.46153,12.06472,259.75403,0.80229,4.65621,4210.43994,4.22402,259.75403,0.80229,21.74063,0,2.21693,0
23.97,500.0,325.47694,12.06312,259.8006,0.80246,4.65685,4213.03772,4.22458,259.8006,0.80246,21.74063,0,2.21693,0
23.98,500.0,325.4923,12.06151,259.84717,0.80263,4.6575,4215.63596,4.22514,259.84717,0.80263,21.74063,0,2.21693,0
23.99,500.0,325.50763,12.05991,259.89375,0.8028,4.65814,4218.23466,4.22571,259.89375,0.8028,21.74063,0,2.21693,0
24.0,500.0,325.52293,12.05831,259.94034,0.80297,4.6588,4220.83383,4.22627,259.94034,0.80297,21.74063,0,2.21693,0
24.01,500.0,325.53818,12.0567,259.98694,0.80314,4.65945,4223.43347,4.22683,259.98694,0.80314,21.74063,0,2.21693,0
24.02,500.0,325.55341,12.0551,260.03354,0.80331,4.66011,4226.03357,4.22739,260.03354,0.80331,21.74063,0,2.21693,0
24.03,500.0,325.56859,12.0535,260.08014,0.80348,4.66077,4228.63414,4.22795,260.08014,0.80348,21.74063,0,2.21693,0
24.04,500.0,325.58374,12.0519,260.12676,0.80365,4.66143,4231.23517,4.22852,260.12676,0.80365,21.74063,0,2.21693,0
24.05,500.0,325.59885,12.05029,260.17338,0.80382,4.6621,4233.83667,4.22908,260.17338,0.80382,21.74063,0,2.21693,0
24.06,500.0,325.61393,12.04869,260.22001,0.80399,4.66277,4236.43864,4.22964,260.22001,0.80399,21.74063,0,2.21693,0
24.07,500.0,325.62897,12.04709,260.26664,0.80416,4.66345,4239.04107,4.2302,260.26664,0.80416,21.74063,0,2.21693,0
24.08,500.0,325.64397,12.04548,260.31328,0.80433,4.66412,4241.64397,4.23077,260.31328,0.80433,21.74063,0,2.21693,0
24.09,500.0,325.65894,12.04388,260.35993,0.8045,4.6648,4244.24734,4.23133,260.35993,0.8045,21.74063,0,2.21693,0
24.1,500.0,325.67387,12.04228,260.40659,0.80467,4.66549,4246.85117,4.23189,260.40659,0.80467,21.74063,0,2.21693,0
24.11,500.0,325.68876,12.04068,260.45325,0.80484,4.66617,4249.45547,4.23245,260.45325,0.80484,21.74063,0,2.21693,0
24.12,500.0,325.70362,12.03907,260.49992,0.80501,4.66686,4252.06024,4.23302,260.49992,0.80501,21.74063,0,2.21693,0
24.13,500.0,325.71845,12.03747,260.54659,0.80518,4.66756,4254.66547,4.23358,260.54659,0.80518,21.74063,0,2.21693,0
24.14,500.0,325.73324,12.03587,260.59327,0.80535,4.66825,4257.27117,4.23415,260.59327,0.80535,21.74063,0,2.21693,0
24.15,500.0,325.74799,12.03427,260.63996,0.80552,4.66895,4259.87734,4.23471,260.63996,0.80552,21.74063,0,2.21693,0
24.16,500.0,325.76271,12.03266,260.68666,0.80569,4.66966,4262.48397,4.23527,260.68666,0.80569,21.74063,0,2.21693,0
24.17,500.0,325.77739,12.03106,260.73336,0.80586,4.67036,4265.09107,4.23584,260.73336,0.80586,21.74063,0,2.21693,0
24.18,500.0,325.79204,12.02946,260.78007,0.80603,4.67107,4267.69864,4.2364,260.78007,0.80603,21.74063,0,2.21693,0
24.19,500.0,325.80665,12.02785,260.82679,0.8062,4.67178,4270.30667,4.23697,260.82679,0.8062,21.74063,0,2.21693,0
24.2,500.0,325.82122,12.02625,260.87352,0.80638,4.6725,4272.91517,4.23753,260.87352,0.80638,21.74063,0,2.21693,0
24.21,500.0,325.83576,12.02465,260.92025,0.80655,4.67321,4275.52414,4.2381,260.92025,0.80655,21.74063,0,2.21693,0
24.22,500.0,325.85027,12.02305,260.96699,0.80672,4.67394,4278.13358,4.23866,260.96699,0.80672,21.74063,0,2.21693,0
24.23,500.0,325.86474,12.02144,261.01374,0.80689,4.67466,4280.74348,4.23923,261.01374,0.80689,21.74063,0,2.21693,0
24.24,500.0,325.87917,12.01984,261.06049,0.80706,4.67539,4283.35385,4.23979,261.06049,0.80706,21.74063,0,2.21693,0
24.25,500.0,325.89357,12.01824,261.10725,0.80723,4.67612,4285.96469,4.24036,261.10725,0.80723,21.74063,0,2.21693,0
24.26,500.0,325.90794,12.01663,261.15402,0.8074,4.67685,4288.576,4.24092,261.15402,0.8074,21.74063,0,2.21693,0
24.27,500.0,325.92227,12.01503,261.2008,0.80757,4.67759,4291.18777,4.24149,261.2008,0.80757,21.74063,0,2.21693,0
24.28,500.0,325.93656,12.01343,261.24758,0.80774,4.67833,4293.80001,4.24205,261.24758,0.80774,21.74063,0,2.21693,0
24.29,500.0,325.95082,12.01183,261.29437,0.80791,4.67907,4296.41272,4.24262,261.29437,0.80791,21.74063,0,2.21693,0
24.3,500.0,325.96505,12.01022,261.34117,0.80808,4.67982,4299.0259,4.24318,261.34117,0.80808,21.74063,0,2.21693,0
24.31,500.0,325.97924,12.00862,261.38797,0.80825,4.68057,4301.63955,4.24375,261.38797,0.80825,21.74063,0,2.21693,0
24.32,500.0,325.9934,12.00702,261.43479,0.80843,4.68132,4304.25366,4.24432,261.43479,0.80843,21.74063,0,2.21693,0
24.33,500.0,326.00752,12.00542,261.48161,0.8086,4.68208,4306.86824,4.24488,261.48161,0.8086,21.74063,0,2.21693,0
24.34,500.0,326.0216,12.00381,261.52844,0.80877,4.68283,4309.48329,4.24545,261.52844,0.80877,21.74063,0,2.21693,0
24.35,500.0,326.03566,12.00221,261.57527,0.80894,4.6836,4312.09881,4.24602,261.57527,0.80894,21.74063,0,2.21693,0
24.36,500.0,326.04967,12.00061,261.62211,0.80911,4.68436,4314.7148,4.24658,261.62211,0.80911,21.74063,0,2.21693,0
24.37,500.0,326.06366,11.999,261.66897,0.80928,4.68513,4317.33125,4.24715,261.66897,0.80928,21.74063,0,2.21693,0
24.38,500.0,326.07761,11.9974,261.71583,0.80945,4.6859,4319.94818,4.24772,261.71583,0.80945,21.74063,0,2.21693,0
24.39,500.0,326.09152,11.9958,261.76269,0.80962,4.68667,4322.56557,4.24829,261.76269,0.80962,21.74063,0,2.21693,0
24.4,500.0,326.1054,11.9942,261.80957,0.8098,4.68745,4325.18343,4.24885,261.80957,0.8098,21.74063,0,2.21693,0
24.41,500.0,326.11925,11.99259,261.85645,0.80997,4.68823,4327.80176,4.24942,261.85645,0.80997,21.74063,0,2.21693,0
24.42,500.0,326.13306,11.99099,261.90334,0.81014,4.68901,4330.42056,4.24999,261.90334,0.81014,21.74063,0,2.21693,0
24.43,500.0,326.14684,11.98939,261.95024,0.81031,4.6898,4333.03983,4.25056,261.95024,0.81031,21.74063,0,2.21693,0
24.44,500.0,326.16059,11.98778,261.99714,0.81048,4.69059,4335.65956,4.25113,261.99714,0.81048,21.74063,0,2.21693,0
24.45,500.0,326.1743,11.98618,262.04406,0.81065,4.69138,4338.27977,4.25169,262.04406,0.81065,21.74063,0,2.21693,0
24.46,500.0,326.18797,11.98458,262.09098,0.81083,4.69217,4340.90045,4.25226,262.09098,0.81083,21.74063,0,2.21693,0
24.47,500.0,326.20162,11.98298,262.13791,0.811,4.69297,4343.52159,4.25283,262.13791,0.811,21.74063,0,2.21693,0
24.48,500.0,326.21523,11.98137,262.18485,0.81117,4.69377,4346.1432,4.2534,262.18485,0.81117,21.74063,0,2.21693,0
24.49,500.0,326.2288,11.97977,262.23179,0.81134,4.69458,4348.76529,4.25397,262.23179,0.81134,21.74063,0,2.21693,0
24.5,500.0,326.24234,11.97817,262.27875,0.81151,4.69539,4351.38784,4.25454,262.27875,0.81151,21.74063,0,2.21693,0
24.51,500.0,326.25585,11.97656,262.32571,0.81168,4.6962,4354.01086,4.25511,262.32571,0.81168,21.74063,0,2.21693,0
24.52,500.0,326.26933,11.97496,262.37268,0.81186,4.69701,4356.63435,4.25568,262.37268,0.81186,21.74063,0,2.21693,0
24.53,500.0,326.28277,11.97336,262.41966,0.81203,4.69783,4359.25832,4.25625,262.41966,0.81203,21.74063,0,2.21693,0
24.54,500.0,326.29618,11.97176,262.46664,0.8122,4.69865,4361.88275,4.25682,262.46664,0.8122,21.74063,0,2.21693,0
24.55,500.0,326.30955,11.97015,262.51364,0.81237,4.69947,4364.50765,4.25739,262.51364,0.81237,21.74063,0,2.21693,0
24.56,500.0,326.32289,11.96855,262.56064,0.81254,4.70029,4367.13302,4.25796,262.56064,0.81254,21.74063,0,2.21693,0
24.57,500.0,326.3362,11.96695,262.60765,0.81272,4.70112,4369.75886,4.25853,262.60765,0.81272,21.74063,0,2.21693,0
24.58,500.0,326.34947,11.96535,262.65467,0.81289,4.70195,4372.38517,4.2591,262.65467,0.81289,21.74063,0,2.21693,0
24.59,500.0,326.36272,11.96374,262.7017,0.81306,4.70279,4375.01195,4.25967,262.7017,0.81306,21.74063,0,2.21693,0
24.6,500.0,326.37592,11.96214,262.74873,0.81323,4.70363,4377.63921,4.26024,262.74873,0.81323,21.74063,0,2.21693,0
24.61,500.0,326.3891,11.96054,262.79578,0.81341,4.70447,4380.26693,4.26081,262.79578,0.81341,21.74063,0,2.21693,0
24.62,500.0,326.40224,11.95893,262.84283,0.81358,4.70531,4382.89512,4.26138,262.84283,0.81358,21.74063,0,2.21693,0
24.63,500.0,326.41535,11.95733,262.88989,0.81375,4.70616,4385.52379,4.26195,262.88989,0.81375,21.74063,0,2.21693,0
24.64,500.0,326.42843,11.95573,262.93696,0.81392,4.70701,4388.15292,4.26252,262.93696,0.81392,21.74063,0,2.21693,0
24.65,500.0,326.44147,11.95413,262.98404,0.81409,4.70786,4390.78252,4.26309,262.98404,0.81409,21.74063,0,2.21693,0
24.66,500.0,326.45448,11.95252,263.03113,0.81427,4.70871,4393.4126,4.26367,263.03113,0.81427,21.74063,0,2.21693,0
24.67,500.0,326.46746,11.95092,263.07823,0.81444,4.70957,4396.04315,4.26424,263.07823,0.81444,21.74063,0,2.21693,0
24.68,500.0,326.4804,11.94932,263.12533,0.81461,4.71043,4398.67417,4.26481,263.12533,0.81461,21.74063,0,2.21693,0
24.69,500.0,326.49331,11.94771,263.17244,0.81479,4.7113,4401.30565,4.26538,263.17244,0.81479,21.74063,0,2.21693,0
24.7,500.0,326.50619,11.94611,263.21956,0.81496,4.71216,4403.93761,4.26595,263.21956,0.81496,21.74063,0,2.21693,0
24.71,500.0,326.51904,11.94451,263.26669,0.81513,4.71304,4406.57005,4.26653,263.26669,0.81513,21.74063,0,2.21693,0
24.72,500.0,326.53186,11.94291,263.31383,0.8153,4.71391,4409.20295,4.2671,263.31383,0.8153,21.74063,0,2.21693,0
24.73,500.0,326.54464,11.9413,263.36098,0.81548,4.71478,4411.83632,4.26767,263.36098,0.81548,21.74063,0,2.21693,0
24.74,500.0,326.55739,11.9397,263.40814,0.81565,4.71566,4414.47017,4.26824,263.40814,0.81565,21.74063,0,2.21693,0
24.75,500.0,326.57011,11.9381,263.4553,0.81582,4.71655,4417.10449,4.26882,263.4553,0.81582,21.74063,0,2.21693,0
24.76,500.0,326.58279,11.9365,263.50248,0.816,4.71743,4419.73927,4.26939,263.50248,0.816,21.74063,0,2.21693,0
24.77,500.0,326.59544,11.93489,263.54966,0.81617,4.71832,4422.37453,4.26996,263.54966,0.81617,21.74063,0,2.21693,0
24.78,500.0,326.60806,11.93329,263.59685,0.81634,4.71921,4425.01027,4.27054,263.59685,0.81634,21.74063,0,2.21693,0
24.79,500.0,326.62065,11.93169,263.64405,0.81651,4.7201,4427.64647,4.27111,263.64405,0.81651,21.74063,0,2.21693,0
24.8,500.0,326.63321,11.93008,263.69126,0.81669,4.721,4430.28315,4.27168,263.69126,0.81669,21.74063,0,2.21693,0
24.81,500.0,326.64573,11.92848,263.73848,0.81686,4.7219,4432.9203,4.27226,263.73848,0.81686,21.74063,0,2.21693,0
24.82,500.0,326.65823,11.92688,263.78571,0.81703,4.7228,4435.55792,4.27283,263.78571,0.81703,21.74063,0,2.21693,0
24.83,500.0,326.67069,11.92528,263.83295,0.81721,4.72371,4438.19601,4.27341,263.83295,0.81721,21.74063,0,2.21693,0
24.84,500.0,326.68311,11.92367,263.88019,0.81738,4.72462,4440.83458,4.27398,263.88019,0.81738,21.74063,0,2.21693,0
24.85,500.0,326.69551,11.92207,263.92745,0.81755,4.72553,4443.47362,4.27456,263.92745,0.81755,21.74063,0,2.21693,0
24.86,500.0,326.70787,11.92047,263.97471,0.81773,4.72644,4446.11313,4.27513,263.97471,0.81773,21.74063,0,2.21693,0
24.87,500.0,326.72021,11.91886,264.02199,0.8179,4.72736,4448.75311,4.2757,264.02199,0.8179,21.74063,0,2.21693,0
24.88,500.0,326.73251,11.91726,264.06927,0.81807,4.72828,4451.39357,4.27628,264.06927,0.81807,21.74063,0,2.21693,0
24.89,500.0,326.74478,11.91566,264.11656,0.81825,4.7292,4454.0345,4.27685,264.11656,0.81825,21.74063,0,2.21693,0
24.9,500.0,326.75702,11.91406,264.16386,0.81842,4.73013,4456.6759,4.27743,264.16386,0.81842,21.74063,0,2.21693,0
24.91,500.0,326.76922,11.91245,264.21117,0.81859,4.73106,4459.31777,4.27801,264.21117,0.81859,21.74063,0,2.21693,0
24.92,500.0,326.7814,11.91085,264.25849,0.81877,4.73199,4461.96012,4.27858,264.25849,0.81877,21.74063,0,2.21693,0
24.93,500.0,326.79354,11.90925,264.30582,0.81894,4.73292,4464.60294,4.27916,264.30582,0.81894,21.74063,0,2.21693,0
24.94,500.0,326.80565,11.90765,264.35316,0.81912,4.73386,4467.24624,4.27973,264.35316,0.81912,21.74063,0,2.21693,0
24.95,500.0,326.81773,11.90604,264.40051,0.81929,4.7348,4469.89001,4.28031,264.40051,0.81929,21.74063,0,2.21693,0
24.96,500.0,326.82978,11.90444,264.44787,0.81946,4.73575,4472.53425,4.28089,264.44787,0.81946,21.74063,0,2.21693,0
24.97,500.0,326.8418,11.90284,264.49523,0.81964,4.73669,4475.17896,4.28146,264.49523,0.81964,21.74063,0,2.21693,0
24.98,500.0,326.85379,11.90123,264.54261,0.81981,4.73764,4477.82415,4.28204,264.54261,0.81981,21.74063,0,2.21693,0
24.99,500.0,326.86574,11.89963,264.59,0.81999,4.73859,4480.46982,4.28261,264.59,0.81999,21.74063,0,2.21693,0
25.0,500.0,326.87767,11.89803,264.63739,0.82016,4.73955,4483.11595,4.28319,264.63739,0.82016,21.74063,0,2.21693,0
25.01,500.0,326.88956,11.89643,264.6848,0.82033,4.74051,4485.76256,4.28377,264.6848,0.82033,21.74063,0,2.21693,0
25.02,500.0,326.90142,11.89482,264.73221,0.82051,4.74147,4488.40965,4.28435,264.73221,0.82051,21.74063,0,2.21693,0
25.03,500.0,326.91325,11.89322,264.77964,0.82068,4.74243,4491.05721,4.28492,264.77964,0.82068,21.74063,0,2.21693,0
25.04,500.0,326.92505,11.89162,264.82707,0.82086,4.7434,4493.70524,4.2855,264.82707,0.82086,21.74063,0,2.21693,0
25.05,500.0,326.93682,11.89001,264.87451,0.82103,4.74437,4496.35375,4.28608,264.87451,0.82103,21.74063,0,2.21693,0
25.06,500.0,326.94856,11.88841,264.92197,0.8212,4.74534,4499.00273,4.28666,264.92197,0.8212,21.74063,0,2.21693,0
25.07,500.0,326.96027,11.88681,264.96943,0.82138,4.74631,4501.65219,4.28723,264.96943,0.82138,21.74063,0,2.21693,0
25.08,500.0,326.97194,11.88521,265.0169,0.82155,4.74729,4504.30212,4.28781,265.0169,0.82155,21.74063,0,2.21693,0
25.09,500.0,326.98359,11.8836,265.06439,0.82173,4.74827,4506.95253,4.28839,265.06439,0.82173,21.74063,0,2.21693,0
25.1,500.0,326.99521,11.882,265.11188,0.8219,4.74925,4509.60341,4.28897,265.11188,0.8219,21.74063,0,2.21693,0
25.11,500.0,327.00679,11.8804,265.15938,0.82208,4.75024,4512.25476,4.28955,265.15938,0.82208,21.74063,0,2.21693,0
25.12,500.0,327.01835,11.8788,265.20689,0.82225,4.75123,4514.9066,4.29013,265.20689,0.82225,21.74063,0,2.21693,0
25.13,500.0,327.02987,11.87719,265.25442,0.82243,4.75222,4517.5589,4.2907,265.25442,0.82243,21.74063,0,2.21693,0
25.14,500.0,327.04136,11.87559,265.30195,0.8226,4.75322,4520.21168,4.29128,265.30195,0.8226,21.74063,0,2.21693,0
25.15,500.0,327.05282,11.87399,265.34949,0.82278,4.75421,4522.86494,4.29186,265.34949,0.82278,21.74063,0,2.21693,0
25.16,500.0,327.06426,11.87238,265.39704,0.82295,4.75522,4525.51867,4.29244,265.39704,0.82295,21.74063,0,2.21693,0
25.17,500.0,327.07566,11.87078,265.4446,0.82313,4.75622,4528.17288,4.29302,265.4446,0.82313,21.74063,0,2.21693,0
25.18,500.0,327.08703,11.86918,265.49218,0.8233,4.75722,4530.82757,4.2936,265.49218,0.8233,21.74063,0,2.21693,0
25.19,500.0,327.09837,11.86758,265.53976,0.82348,4.75823,4533.48273,4.29418,265.53976,0.82348,21.74063,0,2.21693,0
25.2,500.0,327.10968,11.86597,265.58735,0.82365,4.75925,4536.13836,4.29476,265.58735,0.82365,21.74063,0,2.21693,0
25.21,500.0,327.12096,11.86437,265.63495,0.82383,4.76026,4538.79447,4.29534,265.63495,0.82383,21.74063,0,2.21693,0
25.22,500.0,327.13221,11.86277,265.68257,0.824,4.76128,4541.45106,4.29592,265.68257,0.824,21.74063,0,2.21693,0
25.23,500.0,327.14344,11.86116,265.73019,0.82418,4.7623,4544.10812,4.2965,265.73019,0.82418,21.74063,0,2.21693,0
25.24,500.0,327.15463,11.85956,265.77782,0.82435,4.76332,4546.76566,4.29708,265.77782,0.82435,21.74063,0,2.21693,0
25.25,500.0,327.16579,11.85796,265.82547,0.82453,4.76435,4549.42368,4.29766,265.82547,0.82453,21.74063,0,2.21693,0
25.26,500.0,327.17692,11.85636,265.87312,0.8247,4.76538,4552.08217,4.29824,265.87312,0.8247,21.74063,0,2.21693,0
25.27,500.0,327.18802,11.85475,265.92078,0.82488,4.76641,4554.74114,4.29882,265.92078,0.82488,21.74063,0,2.21693,0
25.28,500.0,327.19909,11.85315,265.96846,0.82505,4.76744,4557.40059,4.29941,265.96846,0.82505,21.74063,0,2.21693,0
25.29,500.0,327.21013,11.85155,266.01614,0.82523,4.76848,4560.06051,4.29999,266.01614,0.82523,21.74063,0,2.21693,0
25.3,500.0,327.22114,11.84995,266.06384,0.8254,4.76952,4562.72091,4.30057,266.06384,0.8254,21.74063,0,2.21693,0
