	t : 0         		Fthrust : 500.0     		Fdrag : 0         		m : 15.90498  		v : 0         		Mach : 0         		a : 0         		altitude : 113.0     		twr : 3.20456   	
	t : 27.79     		Fthrust : 500.0     		Fdrag : 329.13289 		m : 11.45085  		v : 278.3329  		Mach : 0.8709    		a : 5.1101    		altitude : 5240.3185 		twr : 4.45043   	
	t : 27.8      		Fthrust : 500.0     		Fdrag : 329.13756 		m : 11.44925  		v : 278.38401 		Mach : 0.87109   		a : 5.11178   		altitude : 5243.10208		twr : 4.45106   	
	t : 27.81     		Fthrust : 500.0     		Fdrag : 329.14221 		m : 11.44765  		v : 278.43515 		Mach : 0.87128   		a : 5.11346   		altitude : 5245.88618		twr : 4.45168   	
	t : 27.82     		Fthrust : 500.0     		Fdrag : 329.14684 		m : 11.44604  		v : 278.4863  		Mach : 0.87147   		a : 5.11514   		altitude : 5248.67079		twr : 4.4523    	
	t : 27.83     		Fthrust : 500.0     		Fdrag : 329.15144 		m : 11.44444  		v : 278.53747 		Mach : 0.87167   		a : 5.11683   		altitude : 5251.45591		twr : 4.45293   	
	t : 27.84     		Fthrust : 500.0     		Fdrag : 329.15603 		m : 11.44284  		v : 278.58865 		Mach : 0.87186   		a : 5.11852   		altitude : 5254.24154		twr : 4.45355   	
	t : 27.85     		Fthrust : 500.0     		Fdrag : 329.16059 		m : 11.44124  		v : 278.63985 		Mach : 0.87205   		a : 5.12021   		altitude : 5257.02768		twr : 4.45417   	
	t : 27.86     		Fthrust : 500.0     		Fdrag : 329.16512 		m : 11.43963  		v : 278.69107 		Mach : 0.87224   		a : 5.1219    		altitude : 5259.81433		twr : 4.4548    	
	t : 27.87     		Fthrust : 500.0     		Fdrag : 329.16964 		m : 11.43803  		v : 278.74231 		Mach : 0.87243   		a : 5.1236    		altitude : 5262.6015 		twr : 4.45542   	
	t : 27.88     		Fthrust : 500.0     		Fdrag : 329.17414 		m : 11.43643  		v : 278.79356 		Mach : 0.87262   		a : 5.12529   		altitude : 5265.38918		twr : 4.45605   	
	t : 27.89     		Fthrust : 500.0     		Fdrag : 329.17861 		m : 11.43483  		v : 278.84483 		Mach : 0.87281   		a : 5.12699   		altitude : 5268.17737		twr : 4.45667   	
	t : 27.9      		Fthrust : 500.0     		Fdrag : 329.18306 		m : 11.43322  		v : 278.89612 		Mach : 0.87301   		a : 5.1287    		altitude : 5270.96608		twr : 4.4573    	
	t : 27.91     		Fthrust : 500.0     		Fdrag : 329.18749 		m : 11.43162  		v : 278.94742 		Mach : 0.8732    		a : 5.1304    		altitude : 5273.75529		twr : 4.45792   	
	t : 27.92     		Fthrust : 500.0     		Fdrag : 329.1919  		m : 11.43002  		v : 278.99874 		Mach : 0.87339   		a : 5.13211   		altitude : 5276.54502		twr : 4.45855   	
	t : 27.93     		Fthrust : 500.0     		Fdrag : 329.19629 		m : 11.42841  		v : 279.05008 		Mach : 0.87358   		a : 5.13382   		altitude : 5279.33527		twr : 4.45917   	
	t : 27.94     		Fthrust : 500.0     		Fdrag : 329.20065 		m : 11.42681  		v : 279.10144 		Mach : 0.87377   		a : 5.13553   		altitude : 5282.12603		twr : 4.4598    	
	t : 27.95     		Fthrust : 500.0     		Fdrag : 329.205   		m : 11.42521  		v : 279.15281 		Mach : 0.87396   		a : 5.13724   		altitude : 5284.9173 		twr : 4.46042   	
	t : 27.96     		Fthrust : 500.0     		Fdrag : 329.20932 		m : 11.42361  		v : 279.2042  		Mach : 0.87416   		a : 5.13896   		altitude : 5287.70908		twr : 4.46105   	
	t : 27.97     		Fthrust : 500.0     		Fdrag : 329.21362 		m : 11.422    		v : 279.25561 		Mach : 0.87435   		a : 5.14068   		altitude : 5290.50138		twr : 4.46167   	
	t : 27.98     		Fthrust : 500.0     		Fdrag : 329.2179  		m : 11.4204   		v : 279.30703 		Mach : 0.87454   		a : 5.1424    		altitude : 5293.2942 		twr : 4.4623    	
	t : 27.99     		Fthrust : 500.0     		Fdrag : 329.22215 		m : 11.4188   		v : 279.35847 		Mach : 0.87473   		a : 5.14413   		altitude : 5296.08752		twr : 4.46293   	
	t : 28.0      		Fthrust : 500.0     		Fdrag : 329.22639 		m : 11.41719  		v : 279.40993 		Mach : 0.87493   		a : 5.14585   		altitude : 5298.88136		twr : 4.46355   	
	t : 28.01     		Fthrust : 500.0     		Fdrag : 329.2306  		m : 11.41559  		v : 279.46141 		Mach : 0.87512   		a : 5.14758   		altitude : 5301.67572		twr : 4.46418   	
	t : 28.02     		Fthrust : 500.0     		Fdrag : 329.2348  		m : 11.41399  		v : 279.5129  		Mach : 0.87531   		a : 5.14931   		altitude : 5304.47059		twr : 4.46481   	
	t : 28.03     		Fthrust : 500.0     		Fdrag : 329.23897 		m : 11.41239  		v : 279.56441 		Mach : 0.8755    		a : 5.15104   		altitude : 5307.26598		twr : 4.46543   	
	t : 28.04     		Fthrust : 500.0     		Fdrag : 329.24312 		m : 11.41078  		v : 279.61594 		Mach : 0.8757    		a : 5.15278   		altitude : 5310.06188		twr : 4.46606   	
	t : 28.05     		Fthrust : 500.0     		Fdrag : 329.24724 		m : 11.40918  		v : 279.66748 		Mach : 0.87589   		a : 5.15452   		altitude : 5312.8583 		twr : 4.46669   	
	t : 28.06     		Fthrust : 500.0     		Fdrag : 329.25135 		m : 11.40758  		v : 279.71905 		Mach : 0.87608   		a : 5.15626   		altitude : 5315.65523		twr : 4.46731   	
	t : 28.07     		Fthrust : 500.0     		Fdrag : 329.25544 		m : 11.40598  		v : 279.77063 		Mach : 0.87627   		a : 5.158     		altitude : 5318.45268		twr : 4.46794   	
	t : 28.08     		Fthrust : 500.0     		Fdrag : 329.2595  		m : 11.40437  		v : 279.82222 		Mach : 0.87647   		a : 5.15975   		altitude : 5321.25064		twr : 4.46857   	
	t : 28.09     		Fthrust : 500.0     		Fdrag : 329.26354 		m : 11.40277  		v : 279.87384 		Mach : 0.87666   		a : 5.16149   		altitude : 5324.04912		twr : 4.4692    	
	t : 28.1      		Fthrust : 500.0     		Fdrag : 329.26756 		m : 11.40117  		v : 279.92547 		Mach : 0.87685   		a : 5.16324   		altitude : 5326.84812		twr : 4.46983   	
	t : 28.11     		Fthrust : 500.0     		Fdrag : 329.27156 		m : 11.39956  		v : 279.97712 		Mach : 0.87705   		a : 5.165     		altitude : 5329.64763		twr : 4.47045   	
	t : 28.12     		Fthrust : 500.0     		Fdrag : 329.27554 		m : 11.39796  		v : 280.02879 		Mach : 0.87724   		a : 5.16675   		altitude : 5332.44766		twr : 4.47108   	
	t : 28.13     		Fthrust : 500.0     		Fdrag : 329.2795  		m : 11.39636  		v : 280.08047 		Mach : 0.87743   		a : 5.16851   		altitude : 5335.24821		twr : 4.47171   	
	t : 28.14     		Fthrust : 500.0     		Fdrag : 329.28344 		m : 11.39476  		v : 280.13218 		Mach : 0.87763   		a : 5.17027   		altitude : 5338.04927		twr : 4.47234   	
	t : 28.15     		Fthrust : 500.0     		Fdrag : 329.28735 		m : 11.39315  		v : 280.1839  		Mach : 0.87782   		a : 5.17203   		altitude : 5340.85085		twr : 4.47297   	
	t : 28.16     		Fthrust : 500.0     		Fdrag : 329.29124 		m : 11.39155  		v : 280.23563 		Mach : 0.87801   		a : 5.17379   		altitude : 5343.65295		twr : 4.4736    	
	t : 28.17     		Fthrust : 500.0     		Fdrag : 329.29512 		m : 11.38995  		v : 280.28739 		Mach : 0.87821   		a : 5.17556   		altitude : 5346.45557		twr : 4.47423   	
	t : 28.18     		Fthrust : 500.0     		Fdrag : 329.29897 		m : 11.38834  		v : 280.33916 		Mach : 0.8784    		a : 5.17733   		altitude : 5349.2587 		twr : 4.47486   	
	t : 28.19     		Fthrust : 500.0     		Fdrag : 329.3028  		m : 11.38674  		v : 280.39095 		Mach : 0.87859   		a : 5.1791    		altitude : 5352.06235		twr : 4.47549   	
	t : 28.2      		Fthrust : 500.0     		Fdrag : 329.30661 		m : 11.38514  		v : 280.44276 		Mach : 0.87879   		a : 5.18087   		altitude : 5354.86652		twr : 4.47612   	
	t : 28.21     		Fthrust : 500.0     		Fdrag : 329.31039 		m : 11.38354  		v : 280.49459 		Mach : 0.87898   		a : 5.18265   		altitude : 5357.6712 		twr : 4.47675   	
	t : 28.22     		Fthrust : 500.0     		Fdrag : 329.31416 		m : 11.38193  		v : 280.54643 		Mach : 0.87918   		a : 5.18443   		altitude : 5360.47641		twr : 4.47738   	
	t : 28.23     		Fthrust : 500.0     		Fdrag : 329.31791 		m : 11.38033  		v : 280.5983  		Mach : 0.87937   		a : 5.18621   		altitude : 5363.28213		twr : 4.47801   	
	t : 28.24     		Fthrust : 500.0     		Fdrag : 329.32163 		m : 11.37873  		v : 280.65018 		Mach : 0.87956   		a : 5.18799   		altitude : 5366.08838		twr : 4.47864   	
	t : 28.25     		Fthrust : 500.0     		Fdrag : 329.32533 		m : 11.37713  		v : 280.70207 		Mach : 0.87976   		a : 5.18978   		altitude : 5368.89514		twr : 4.47927   	
	t : 28.26     		Fthrust : 500.0     		Fdrag : 329.32902 		m : 11.37552  		v : 280.75399 		Mach : 0.87995   		a : 5.19156   		altitude : 5371.70242		twr : 4.4799    	
	t : 28.27     		Fthrust : 500.0     		Fdrag : 329.33268 		m : 11.37392  		v : 280.80592 		Mach : 0.88015   		a : 5.19335   		altitude : 5374.51022		twr : 4.48053   	
	t : 28.28     		Fthrust : 500.0     		Fdrag : 329.33632 		m : 11.37232  		v : 280.85787 		Mach : 0.88034   		a : 5.19515   		altitude : 5377.31854		twr : 4.48116   	
	t : 28.29     		Fthrust : 500.0     		Fdrag : 329.33994 		m : 11.37071  		v : 280.90984 		Mach : 0.88054   		a : 5.19694   		altitude : 5380.12737		twr : 4.4818    	
	t : 28.3      		Fthrust : 500.0     		Fdrag : 329.34354 		m : 11.36911  		v : 280.96183 		Mach : 0.88073   		a : 5.19874   		altitude : 5382.93673		twr : 4.48243   	
	t : 28.31     		Fthrust : 500.0     		Fdrag : 329.34711 		m : 11.36751  		v : 281.01384 		Mach : 0.88093   		a : 5.20054   		altitude : 5385.74661		twr : 4.48306   	
	t : 28.32     		Fthrust : 500.0     		Fdrag : 329.35067 		m : 11.36591  		v : 281.06586 		Mach : 0.88112   		a : 5.20234   		altitude : 5388.55701		twr : 4.48369   	
	t : 28.33     		Fthrust : 500.0     		Fdrag : 329.3542  		m : 11.3643   		v : 281.1179  		Mach : 0.88132   		a : 5.20414   		altitude : 5391.36793		twr : 4.48432   	
	t : 28.34     		Fthrust : 500.0     		Fdrag : 329.35772 		m : 11.3627   		v : 281.16996 		Mach : 0.88151   		a : 5.20595   		altitude : 5394.17937		twr : 4.48496   	
	t : 28.35     		Fthrust : 500.0     		Fdrag : 329.36121 		m : 11.3611   		v : 281.22204 		Mach : 0.88171   		a : 5.20776   		altitude : 5396.99133		twr : 4.48559   	
	t : 28.36     		Fthrust : 500.0     		Fdrag : 329.36468 		m : 11.35949  		v : 281.27413 		Mach : 0.8819    		a : 5.20957   		altitude : 5399.80381		twr : 4.48622   	
	t : 28.37     		Fthrust : 500.0     		Fdrag : 329.36814 		m : 11.35789  		v : 281.32625 		Mach : 0.8821    		a : 5.21138   		altitude : 5402.61681		twr : 4.48685   	
	t : 28.38     		Fthrust : 500.0     		Fdrag : 329.37157 		m : 11.35629  		v : 281.37838 		Mach : 0.88229   		a : 5.2132    		altitude : 5405.43033		twr : 4.48749   	
	t : 28.39     		Fthrust : 500.0     		Fdrag : 329.37498 		m : 11.35469  		v : 281.43053 		Mach : 0.88249   		a : 5.21502   		altitude : 5408.24438		twr : 4.48812   	
	t : 28.4      		Fthrust : 500.0     		Fdrag : 329.37837 		m : 11.35308  		v : 281.4827  		Mach : 0.88268   		a : 5.21684   		altitude : 5411.05894		twr : 4.48875   	
	t : 28.41     		Fthrust : 500.0     		Fdrag : 329.38174 		m : 11.35148  		v : 281.53488 		Mach : 0.88288   		a : 5.21866   		altitude : 5413.87403		twr : 4.48939   	
	t : 28.42     		Fthrust : 500.0     		Fdrag : 329.38508 		m : 11.34988  		v : 281.58709 		Mach : 0.88307   		a : 5.22049   		altitude : 5416.68964		twr : 4.49002   	
	t : 28.43     		Fthrust : 500.0     		Fdrag : 329.38841 		m : 11.34828  		v : 281.63931 		Mach : 0.88327   		a : 5.22231   		altitude : 5419.50577		twr : 4.49066   	
	t : 28.44     		Fthrust : 500.0     		Fdrag : 329.39172 		m : 11.34667  		v : 281.69155 		Mach : 0.88347   		a : 5.22414   		altitude : 5422.32243		twr : 4.49129   	
	t : 28.45     		Fthrust : 500.0     		Fdrag : 329.395   		m : 11.34507  		v : 281.74381 		Mach : 0.88366   		a : 5.22597   		altitude : 5425.13961		twr : 4.49192   	
	t : 28.46     		Fthrust : 500.0     		Fdrag : 329.39827 		m : 11.34347  		v : 281.79609 		Mach : 0.88386   		a : 5.22781   		altitude : 5427.9573 		twr : 4.49256   	
	t : 28.47     		Fthrust : 500.0     		Fdrag : 329.40151 		m : 11.34186  		v : 281.84839 		Mach : 0.88405   		a : 5.22965   		altitude : 5430.77553		twr : 4.49319   	
	t : 28.48     		Fthrust : 500.0     		Fdrag : 329.40473 		m : 11.34026  		v : 281.9007  		Mach : 0.88425   		a : 5.23149   		altitude : 5433.59427		twr : 4.49383   	
	t : 28.49     		Fthrust : 500.0     		Fdrag : 329.40794 		m : 11.33866  		v : 281.95304 		Mach : 0.88444   		a : 5.23333   		altitude : 5436.41354		twr : 4.49446   	
	t : 28.5      		Fthrust : 500.0     		Fdrag : 329.41112 		m : 11.33706  		v : 282.00539 		Mach : 0.88464   		a : 5.23517   		altitude : 5439.23333		twr : 4.4951    	
	t : 28.51     		Fthrust : 500.0     		Fdrag : 329.41428 		m : 11.33545  		v : 282.05776 		Mach : 0.88484   		a : 5.23702   		altitude : 5442.05365		twr : 4.49574   	
	t : 28.52     		Fthrust : 500.0     		Fdrag : 329.41742 		m : 11.33385  		v : 282.11015 		Mach : 0.88503   		a : 5.23887   		altitude : 5444.87449		twr : 4.49637   	
	t : 28.53     		Fthrust : 500.0     		Fdrag : 329.42054 		m : 11.33225  		v : 282.16255 		Mach : 0.88523   		a : 5.24072   		altitude : 5447.69585		twr : 4.49701   	
	t : 28.54     		Fthrust : 500.0     		Fdrag : 329.42364 		m : 11.33064  		v : 282.21498 		Mach : 0.88543   		a : 5.24257   		altitude : 5450.51774		twr : 4.49764   	
	t : 28.55     		Fthrust : 500.0     		Fdrag : 329.42672 		m : 11.32904  		v : 282.26742 		Mach : 0.88562   		a : 5.24443   		altitude : 5453.34015		twr : 4.49828   	
	t : 28.56     		Fthrust : 500.0     		Fdrag : 329.42978 		m : 11.32744  		v : 282.31989 		Mach : 0.88582   		a : 5.24628   		altitude : 5456.16309		twr : 4.49892   	
	t : 28.57     		Fthrust : 500.0     		Fdrag : 329.43282 		m : 11.32584  		v : 282.37237 		Mach : 0.88602   		a : 5.24815   		altitude : 5458.98655		twr : 4.49955   	
	t : 28.58     		Fthrust : 500.0     		Fdrag : 329.43583 		m : 11.32423  		v : 282.42487 		Mach : 0.88621   		a : 5.25001   		altitude : 5461.81054		twr : 4.50019   	
	t : 28.59     		Fthrust : 500.0     		Fdrag : 329.43883 		m : 11.32263  		v : 282.47739 		Mach : 0.88641   		a : 5.25187   		altitude : 5464.63505		twr : 4.50083   	
	t : 28.6      		Fthrust : 500.0     		Fdrag : 329.44181 		m : 11.32103  		v : 282.52992 		Mach : 0.88661   		a : 5.25374   		altitude : 5467.46008		twr : 4.50146   	
	t : 28.61     		Fthrust : 500.0     		Fdrag : 329.44476 		m : 11.31943  		v : 282.58248 		Mach : 0.8868    		a : 5.25561   		altitude : 5470.28565		twr : 4.5021    	
	t : 28.62     		Fthrust : 500.0     		Fdrag : 329.4477  		m : 11.31782  		v : 282.63506 		Mach : 0.887     		a : 5.25748   		altitude : 5473.11173		twr : 4.50274   	
	t : 28.63     		Fthrust : 500.0     		Fdrag : 329.45061 		m : 11.31622  		v : 282.68765 		Mach : 0.8872    		a : 5.25936   		altitude : 5475.93835		twr : 4.50338   	
	t : 28.64     		Fthrust : 500.0     		Fdrag : 329.45351 		m : 11.31462  		v : 282.74026 		Mach : 0.8874    		a : 5.26123   		altitude : 5478.76549		twr : 4.50401   	
	t : 28.65     		Fthrust : 500.0     		Fdrag : 329.45638 		m : 11.31301  		v : 282.79289 		Mach : 0.88759   		a : 5.26311   		altitude : 5481.59315		twr : 4.50465   	
	t : 28.66     		Fthrust : 500.0     		Fdrag : 329.45924 		m : 11.31141  		v : 282.84554 		Mach : 0.88779   		a : 5.26499   		altitude : 5484.42134		twr : 4.50529   	
	t : 28.67     		Fthrust : 500.0     		Fdrag : 329.46207 		m : 11.30981  		v : 282.89821 		Mach : 0.88799   		a : 5.26688   		altitude : 5487.25006		twr : 4.50593   	
	t : 28.68     		Fthrust : 500.0     		Fdrag : 329.46488 		m : 11.30821  		v : 282.9509  		Mach : 0.88819   		a : 5.26876   		altitude : 5490.07931		twr : 4.50657   	
	t : 28.69     		Fthrust : 500.0     		Fdrag : 329.46768 		m : 11.3066   		v : 283.00361 		Mach : 0.88838   		a : 5.27065   		altitude : 5492.90908		twr : 4.5072    	
	t : 28.7      		Fthrust : 500.0     		Fdrag : 329.47045 		m : 11.305    		v : 283.05633 		Mach : 0.88858   		a : 5.27254   		altitude : 5495.73938		twr : 4.50784   	
	t : 28.71     		Fthrust : 500.0     		Fdrag : 329.4732  		m : 11.3034   		v : 283.10908 		Mach : 0.88878   		a : 5.27444   		altitude : 5498.57021		twr : 4.50848   	
	t : 28.72     		Fthrust : 500.0     		Fdrag : 329.47593 		m : 11.30179  		v : 283.16184 		Mach : 0.88898   		a : 5.27633   		altitude : 5501.40156		twr : 4.50912   	
	t : 28.73     		Fthrust : 500.0     		Fdrag : 329.47864 		m : 11.30019  		v : 283.21462 		Mach : 0.88918   		a : 5.27823   		altitude : 5504.23344		twr : 4.50976   	
	t : 28.74     		Fthrust : 500.0     		Fdrag : 329.48133 		m : 11.29859  		v : 283.26742 		Mach : 0.88937   		a : 5.28013   		altitude : 5507.06585		twr : 4.5104    	
	t : 28.75     		Fthrust : 500.0     		Fdrag : 329.484   		m : 11.29699  		v : 283.32024 		Mach : 0.88957   		a : 5.28203   		altitude : 5509.89879		twr : 4.51104   	
	t : 28.76     		Fthrust : 500.0     		Fdrag : 329.48665 		m : 11.29538  		v : 283.37308 		Mach : 0.88977   		a : 5.28394   		altitude : 5512.73226		twr : 4.51168   	
	t : 28.77     		Fthrust : 500.0     		Fdrag : 329.48929 		m : 11.29378  		v : 283.42594 		Mach : 0.88997   		a : 5.28584   		altitude : 5515.56626		twr : 4.51232   	
	t : 28.78     		Fthrust : 500.0     		Fdrag : 329.4919  		m : 11.29218  		v : 283.47882 		Mach : 0.89017   		a : 5.28775   		altitude : 5518.40078		twr : 4.51296   	
	t : 28.79     		Fthrust : 500.0     		Fdrag : 329.49449 		m : 11.29058  		v : 283.53171 		Mach : 0.89037   		a : 5.28966   		altitude : 5521.23583		twr : 4.5136    	
	t : 28.8      		Fthrust : 500.0     		Fdrag : 329.49705 		m : 11.28897  		v : 283.58463 		Mach : 0.89056   		a : 5.29158   		altitude : 5524.07141		twr : 4.51424   	
	t : 28.81     		Fthrust : 500.0     		Fdrag : 329.4996  		m : 11.28737  		v : 283.63757 		Mach : 0.89076   		a : 5.2935    		altitude : 5526.90752		twr : 4.51488   	
	t : 28.82     		Fthrust : 500.0     		Fdrag : 329.50213 		m : 11.28577  		v : 283.69052 		Mach : 0.89096   		a : 5.29541   		altitude : 5529.74416		twr : 4.51552   	
	t : 28.83     		Fthrust : 500.0     		Fdrag : 329.50464 		m : 11.28416  		v : 283.74349 		Mach : 0.89116   		a : 5.29734   		altitude : 5532.58133		twr : 4.51617   	
	t : 28.84     		Fthrust : 500.0     		Fdrag : 329.50713 		m : 11.28256  		v : 283.79649 		Mach : 0.89136   		a : 5.29926   		altitude : 5535.41903		twr : 4.51681   	
	t : 28.85     		Fthrust : 500.0     		Fdrag : 329.5096  		m : 11.28096  		v : 283.8495  		Mach : 0.89156   		a : 5.30118   		altitude : 5538.25726		twr : 4.51745   	
	t : 28.86     		Fthrust : 500.0     		Fdrag : 329.51205 		m : 11.27936  		v : 283.90253 		Mach : 0.89176   		a : 5.30311   		altitude : 5541.09602		twr : 4.51809   	
	t : 28.87     		Fthrust : 500.0     		Fdrag : 329.51448 		m : 11.27775  		v : 283.95558 		Mach : 0.89196   		a : 5.30504   		altitude : 5543.93532		twr : 4.51873   	
	t : 28.88     		Fthrust : 500.0     		Fdrag : 329.51689 		m : 11.27615  		v : 284.00865 		Mach : 0.89216   		a : 5.30698   		altitude : 5546.77514		twr : 4.51938   	
	t : 28.89     		Fthrust : 500.0     		Fdrag : 329.51928 		m : 11.27455  		v : 284.06174 		Mach : 0.89236   		a : 5.30891   		altitude : 5549.61549		twr : 4.52002   	
	t : 28.9      		Fthrust : 500.0     		Fdrag : 329.52164 		m : 11.27294  		v : 284.11485 		Mach : 0.89256   		a : 5.31085   		altitude : 5552.45637		twr : 4.52066   	
	t : 28.91     		Fthrust : 500.0     		Fdrag : 329.52399 		m : 11.27134  		v : 284.16797 		Mach : 0.89276   		a : 5.31279   		altitude : 5555.29779		twr : 4.5213    	
	t : 28.92     		Fthrust : 500.0     		Fdrag : 329.52632 		m : 11.26974  		v : 284.22112 		Mach : 0.89295   		a : 5.31473   		altitude : 5558.13973		twr : 4.52195   	
	t : 28.93     		Fthrust : 500.0     		Fdrag : 329.52863 		m : 11.26814  		v : 284.27429 		Mach : 0.89315   		a : 5.31667   		altitude : 5560.98221		twr : 4.52259   	
	t : 28.94     		Fthrust : 500.0     		Fdrag : 329.53092 		m : 11.26653  		v : 284.32747 		Mach : 0.89335   		a : 5.31862   		altitude : 5563.82522		twr : 4.52323   	
	t : 28.95     		Fthrust : 500.0     		Fdrag : 329.53319 		m : 11.26493  		v : 284.38068 		Mach : 0.89355   		a : 5.32057   		altitude : 5566.66876		twr : 4.52388   	
	t : 28.96     		Fthrust : 500.0     		Fdrag : 329.53543 		m : 11.26333  		v : 284.43391 		Mach : 0.89375   		a : 5.32252   		altitude : 5569.51283		twr : 4.52452   	
	t : 28.97     		Fthrust : 500.0     		Fdrag : 329.53766 		m : 11.26173  		v : 284.48715 		Mach : 0.89395   		a : 5.32448   		altitude : 5572.35744		twr : 4.52516   	
	t : 28.98     		Fthrust : 500.0     		Fdrag : 329.53987 		m : 11.26012  		v : 284.54041 		Mach : 0.89415   		a : 5.32643   		altitude : 5575.20257		twr : 4.52581   	
	t : 28.99     		Fthrust : 500.0     		Fdrag : 329.54206 		m : 11.25852  		v : 284.5937  		Mach : 0.89435   		a : 5.32839   		altitude : 5578.04824		twr : 4.52645   	
	t : 29.0      		Fthrust : 500.0     		Fdrag : 329.54423 		m : 11.25692  		v : 284.647   		Mach : 0.89455   		a : 5.33035   		altitude : 5580.89445		twr : 4.5271    	
