	t : 0         		Fthrust : 500.0     		Fdrag : 0         		m : 15.90498  		v : 0         		Mach : 0         		a : 0         		altitude : 113.0     		twr : 3.20456   	
	t : 37.74     		Fthrust : 0         		Fdrag : 136.72264 		m : 10.29525  		v : 439.71371 		Mach : 1.4907    		a : -23.11337 		altitude : 11476.14969		twr : 0.0       	
	t : 37.75     		Fthrust : 0         		Fdrag : 136.48433 		m : 10.29525  		v : 439.48281 		Mach : 1.48992   		a : -23.09017 		altitude : 11480.54567		twr : 0.0       	
	t : 37.76     		Fthrust : 0         		Fdrag : 136.24656 		m : 10.29525  		v : 439.25214 		Mach : 1.48914   		a : -23.06702 		altitude : 11484.93935		twr : 0.0       	
	t : 37.77     		Fthrust : 0         		Fdrag : 136.00931 		m : 10.29525  		v : 439.0217  		Mach : 1.48836   		a : -23.04393 		altitude : 11489.33072		twr : 0.0       	
	t : 37.78     		Fthrust : 0         		Fdrag : 135.7726  		m : 10.29525  		v : 438.79149 		Mach : 1.48758   		a : -23.02088 		altitude : 11493.71978		twr : 0.0       	
	t : 37.79     		Fthrust : 0         		Fdrag : 135.53641 		m : 10.29525  		v : 438.56151 		Mach : 1.4868    		a : -22.99789 		altitude : 11498.10655		twr : 0.0       	
	t : 37.8      		Fthrust : 0         		Fdrag : 135.30075 		m : 10.29525  		v : 438.33176 		Mach : 1.48602   		a : -22.97495 		altitude : 11502.49101		twr : 0.0       	
	t : 37.81     		Fthrust : 0         		Fdrag : 135.06562 		m : 10.29525  		v : 438.10224 		Mach : 1.48524   		a : -22.95206 		altitude : 11506.87318		twr : 0.0       	
	t : 37.82     		Fthrust : 0         		Fdrag : 134.83101 		m : 10.29525  		v : 437.87295 		Mach : 1.48446   		a : -22.92922 		altitude : 11511.25306		twr : 0.0       	
	t : 37.83     		Fthrust : 0         		Fdrag : 134.59692 		m : 10.29525  		v : 437.64388 		Mach : 1.48369   		a : -22.90643 		altitude : 11515.63064		twr : 0.0       	
	t : 37.84     		Fthrust : 0         		Fdrag : 134.36336 		m : 10.29525  		v : 437.41505 		Mach : 1.48291   		a : -22.88369 		altitude : 11520.00594		twr : 0.0       	
	t : 37.85     		Fthrust : 0         		Fdrag : 134.13031 		m : 10.29525  		v : 437.18644 		Mach : 1.48214   		a : -22.86101 		altitude : 11524.37895		twr : 0.0       	
	t : 37.86     		Fthrust : 0         		Fdrag : 133.89779 		m : 10.29525  		v : 436.95805 		Mach : 1.48136   		a : -22.83837 		altitude : 11528.74967		twr : 0.0       	
	t : 37.87     		Fthrust : 0         		Fdrag : 133.66577 		m : 10.29525  		v : 436.7299  		Mach : 1.48059   		a : -22.81578 		altitude : 11533.11811		twr : 0.0       	
	t : 37.88     		Fthrust : 0         		Fdrag : 133.43428 		m : 10.29525  		v : 436.50196 		Mach : 1.47982   		a : -22.79325 		altitude : 11537.48427		twr : 0.0       	
	t : 37.89     		Fthrust : 0         		Fdrag : 133.2033  		m : 10.29525  		v : 436.27426 		Mach : 1.47904   		a : -22.77076 		altitude : 11541.84815		twr : 0.0       	
	t : 37.9      		Fthrust : 0         		Fdrag : 132.97283 		m : 10.29525  		v : 436.04677 		Mach : 1.47827   		a : -22.74833 		altitude : 11546.20975		twr : 0.0       	
	t : 37.91     		Fthrust : 0         		Fdrag : 132.74287 		m : 10.29525  		v : 435.81951 		Mach : 1.4775    		a : -22.72594 		altitude : 11550.56909		twr : 0.0       	
	t : 37.92     		Fthrust : 0         		Fdrag : 132.51342 		m : 10.29525  		v : 435.59248 		Mach : 1.47673   		a : -22.7036  		altitude : 11554.92615		twr : 0.0       	
	t : 37.93     		Fthrust : 0         		Fdrag : 132.28447 		m : 10.29525  		v : 435.36566 		Mach : 1.47596   		a : -22.68132 		altitude : 11559.28094		twr : 0.0       	
	t : 37.94     		Fthrust : 0         		Fdrag : 132.05604 		m : 10.29525  		v : 435.13907 		Mach : 1.4752    		a : -22.65908 		altitude : 11563.63346		twr : 0.0       	
	t : 37.95     		Fthrust : 0         		Fdrag : 131.8281  		m : 10.29525  		v : 434.9127  		Mach : 1.47443   		a : -22.63689 		altitude : 11567.98372		twr : 0.0       	
	t : 37.96     		Fthrust : 0         		Fdrag : 131.60067 		m : 10.29525  		v : 434.68656 		Mach : 1.47366   		a : -22.61475 		altitude : 11572.33171		twr : 0.0       	
	t : 37.97     		Fthrust : 0         		Fdrag : 131.37375 		m : 10.29525  		v : 434.46063 		Mach : 1.4729    		a : -22.59266 		altitude : 11576.67745		twr : 0.0       	
	t : 37.98     		Fthrust : 0         		Fdrag : 131.14732 		m : 10.29525  		v : 434.23492 		Mach : 1.47213   		a : -22.57062 		altitude : 11581.02093		twr : 0.0       	
	t : 37.99     		Fthrust : 0         		Fdrag : 130.92139 		m : 10.29525  		v : 434.00944 		Mach : 1.47137   		a : -22.54863 		altitude : 11585.36215		twr : 0.0       	
	t : 38.0      		Fthrust : 0         		Fdrag : 130.69596 		m : 10.29525  		v : 433.78417 		Mach : 1.4706    		a : -22.52668 		altitude : 11589.70112		twr : 0.0       	
	t : 38.01     		Fthrust : 0         		Fdrag : 130.47102 		m : 10.29525  		v : 433.55912 		Mach : 1.46984   		a : -22.50478 		altitude : 11594.03783		twr : 0.0       	
	t : 38.02     		Fthrust : 0         		Fdrag : 130.24658 		m : 10.29525  		v : 433.33429 		Mach : 1.46908   		a : -22.48294 		altitude : 11598.3723		twr : 0.0       	
	t : 38.03     		Fthrust : 0         		Fdrag : 130.02264 		m : 10.29525  		v : 433.10968 		Mach : 1.46832   		a : -22.46114 		altitude : 11602.70452		twr : 0.0       	
	t : 38.04     		Fthrust : 0         		Fdrag : 129.79918 		m : 10.29525  		v : 432.88529 		Mach : 1.46756   		a : -22.43938 		altitude : 11607.0345		twr : 0.0       	
	t : 38.05     		Fthrust : 0         		Fdrag : 129.57622 		m : 10.29525  		v : 432.66111 		Mach : 1.4668    		a : -22.41768 		altitude : 11611.36223		twr : 0.0       	
	t : 38.06     		Fthrust : 0         		Fdrag : 129.35374 		m : 10.29525  		v : 432.43715 		Mach : 1.46604   		a : -22.39602 		altitude : 11615.68772		twr : 0.0       	
	t : 38.07     		Fthrust : 0         		Fdrag : 129.13175 		m : 10.29525  		v : 432.21341 		Mach : 1.46528   		a : -22.37441 		altitude : 11620.01097		twr : 0.0       	
	t : 38.08     		Fthrust : 0         		Fdrag : 128.91025 		m : 10.29525  		v : 431.98988 		Mach : 1.46452   		a : -22.35285 		altitude : 11624.33199		twr : 0.0       	
	t : 38.09     		Fthrust : 0         		Fdrag : 128.68923 		m : 10.29525  		v : 431.76657 		Mach : 1.46376   		a : -22.33133 		altitude : 11628.65077		twr : 0.0       	
	t : 38.1      		Fthrust : 0         		Fdrag : 128.4687  		m : 10.29525  		v : 431.54347 		Mach : 1.46301   		a : -22.30987 		altitude : 11632.96732		twr : 0.0       	
	t : 38.11     		Fthrust : 0         		Fdrag : 128.24864 		m : 10.29525  		v : 431.32058 		Mach : 1.46225   		a : -22.28844 		altitude : 11637.28164		twr : 0.0       	
	t : 38.12     		Fthrust : 0         		Fdrag : 128.02907 		m : 10.29525  		v : 431.09791 		Mach : 1.4615    		a : -22.26707 		altitude : 11641.59373		twr : 0.0       	
	t : 38.13     		Fthrust : 0         		Fdrag : 127.80998 		m : 10.29525  		v : 430.87545 		Mach : 1.46074   		a : -22.24574 		altitude : 11645.9036		twr : 0.0       	
	t : 38.14     		Fthrust : 0         		Fdrag : 127.59136 		m : 10.29525  		v : 430.65321 		Mach : 1.45999   		a : -22.22446 		altitude : 11650.21124		twr : 0.0       	
	t : 38.15     		Fthrust : 0         		Fdrag : 127.37322 		m : 10.29525  		v : 430.43118 		Mach : 1.45924   		a : -22.20323 		altitude : 11654.51667		twr : 0.0       	
	t : 38.16     		Fthrust : 0         		Fdrag : 127.15556 		m : 10.29525  		v : 430.20936 		Mach : 1.45848   		a : -22.18204 		altitude : 11658.81987		twr : 0.0       	
	t : 38.17     		Fthrust : 0         		Fdrag : 126.93837 		m : 10.29525  		v : 429.98775 		Mach : 1.45773   		a : -22.1609  		altitude : 11663.12085		twr : 0.0       	
	t : 38.18     		Fthrust : 0         		Fdrag : 126.72165 		m : 10.29525  		v : 429.76635 		Mach : 1.45698   		a : -22.1398  		altitude : 11667.41962		twr : 0.0       	
	t : 38.19     		Fthrust : 0         		Fdrag : 126.50541 		m : 10.29525  		v : 429.54516 		Mach : 1.45623   		a : -22.11875 		altitude : 11671.71618		twr : 0.0       	
	t : 38.2      		Fthrust : 0         		Fdrag : 126.28963 		m : 10.29525  		v : 429.32418 		Mach : 1.45548   		a : -22.09775 		altitude : 11676.01053		twr : 0.0       	
	t : 38.21     		Fthrust : 0         		Fdrag : 126.07432 		m : 10.29525  		v : 429.10342 		Mach : 1.45473   		a : -22.07679 		altitude : 11680.30267		twr : 0.0       	
	t : 38.22     		Fthrust : 0         		Fdrag : 125.85948 		m : 10.29525  		v : 428.88286 		Mach : 1.45399   		a : -22.05587 		altitude : 11684.5926		twr : 0.0       	
	t : 38.23     		Fthrust : 0         		Fdrag : 125.6451  		m : 10.29525  		v : 428.66251 		Mach : 1.45324   		a : -22.03501 		altitude : 11688.88033		twr : 0.0       	
	t : 38.24     		Fthrust : 0         		Fdrag : 125.43119 		m : 10.29525  		v : 428.44237 		Mach : 1.45249   		a : -22.01418 		altitude : 11693.16585		twr : 0.0       	
	t : 38.25     		Fthrust : 0         		Fdrag : 125.21774 		m : 10.29525  		v : 428.22243 		Mach : 1.45175   		a : -21.99341 		altitude : 11697.44917		twr : 0.0       	
	t : 38.26     		Fthrust : 0         		Fdrag : 125.00476 		m : 10.29525  		v : 428.00271 		Mach : 1.451     		a : -21.97267 		altitude : 11701.7303		twr : 0.0       	
	t : 38.27     		Fthrust : 0         		Fdrag : 124.79223 		m : 10.29525  		v : 427.78319 		Mach : 1.45026   		a : -21.95199 		altitude : 11706.00923		twr : 0.0       	
	t : 38.28     		Fthrust : 0         		Fdrag : 124.58017 		m : 10.29525  		v : 427.56387 		Mach : 1.44951   		a : -21.93134 		altitude : 11710.28596		twr : 0.0       	
	t : 38.29     		Fthrust : 0         		Fdrag : 124.36856 		m : 10.29525  		v : 427.34476 		Mach : 1.44877   		a : -21.91074 		altitude : 11714.56051		twr : 0.0       	
	t : 38.3      		Fthrust : 0         		Fdrag : 124.1574  		m : 10.29525  		v : 427.12586 		Mach : 1.44803   		a : -21.89019 		altitude : 11718.83286		twr : 0.0       	
	t : 38.31     		Fthrust : 0         		Fdrag : 123.94671 		m : 10.29525  		v : 426.90717 		Mach : 1.44729   		a : -21.86968 		altitude : 11723.10303		twr : 0.0       	
	t : 38.32     		Fthrust : 0         		Fdrag : 123.73647 		m : 10.29525  		v : 426.68867 		Mach : 1.44655   		a : -21.84921 		altitude : 11727.371 		twr : 0.0       	
	t : 38.33     		Fthrust : 0         		Fdrag : 123.52668 		m : 10.29525  		v : 426.47039 		Mach : 1.44581   		a : -21.82879 		altitude : 11731.6368		twr : 0.0       	
	t : 38.34     		Fthrust : 0         		Fdrag : 123.31734 		m : 10.29525  		v : 426.2523  		Mach : 1.44507   		a : -21.80842 		altitude : 11735.90041		twr : 0.0       	
	t : 38.35     		Fthrust : 0         		Fdrag : 123.10845 		m : 10.29525  		v : 426.03442 		Mach : 1.44433   		a : -21.78808 		altitude : 11740.16185		twr : 0.0       	
	t : 38.36     		Fthrust : 0         		Fdrag : 122.90001 		m : 10.29525  		v : 425.81674 		Mach : 1.44359   		a : -21.76779 		altitude : 11744.4211		twr : 0.0       	
	t : 38.37     		Fthrust : 0         		Fdrag : 122.69202 		m : 10.29525  		v : 425.59927 		Mach : 1.44285   		a : -21.74755 		altitude : 11748.67818		twr : 0.0       	
	t : 38.38     		Fthrust : 0         		Fdrag : 122.48447 		m : 10.29525  		v : 425.38199 		Mach : 1.44212   		a : -21.72734 		altitude : 11752.93309		twr : 0.0       	
	t : 38.39     		Fthrust : 0         		Fdrag : 122.27737 		m : 10.29525  		v : 425.16492 		Mach : 1.44138   		a : -21.70718 		altitude : 11757.18582		twr : 0.0       	
	t : 38.4      		Fthrust : 0         		Fdrag : 122.07072 		m : 10.29525  		v : 424.94805 		Mach : 1.44065   		a : -21.68707 		altitude : 11761.43639		twr : 0.0       	
	t : 38.41     		Fthrust : 0         		Fdrag : 121.8645  		m : 10.29525  		v : 424.73138 		Mach : 1.43991   		a : -21.667   		altitude : 11765.68479		twr : 0.0       	
	t : 38.42     		Fthrust : 0         		Fdrag : 121.65873 		m : 10.29525  		v : 424.51491 		Mach : 1.43918   		a : -21.64697 		altitude : 11769.93102		twr : 0.0       	
	t : 38.43     		Fthrust : 0         		Fdrag : 121.4534  		m : 10.29525  		v : 424.29864 		Mach : 1.43845   		a : -21.62698 		altitude : 11774.17509		twr : 0.0       	
	t : 38.44     		Fthrust : 0         		Fdrag : 121.2485  		m : 10.29525  		v : 424.08257 		Mach : 1.43771   		a : -21.60703 		altitude : 11778.41699		twr : 0.0       	
	t : 38.45     		Fthrust : 0         		Fdrag : 121.04405 		m : 10.29525  		v : 423.8667  		Mach : 1.43698   		a : -21.58713 		altitude : 11782.65674		twr : 0.0       	
	t : 38.46     		Fthrust : 0         		Fdrag : 120.84003 		m : 10.29525  		v : 423.65103 		Mach : 1.43625   		a : -21.56727 		altitude : 11786.89433		twr : 0.0       	
	t : 38.47     		Fthrust : 0         		Fdrag : 120.63645 		m : 10.29525  		v : 423.43555 		Mach : 1.43552   		a : -21.54746 		altitude : 11791.12976		twr : 0.0       	
	t : 38.48     		Fthrust : 0         		Fdrag : 120.4333  		m : 10.29525  		v : 423.22028 		Mach : 1.43479   		a : -21.52768 		altitude : 11795.36304		twr : 0.0       	
	t : 38.49     		Fthrust : 0         		Fdrag : 120.23058 		m : 10.29525  		v : 423.0052  		Mach : 1.43406   		a : -21.50795 		altitude : 11799.59417		twr : 0.0       	
	t : 38.5      		Fthrust : 0         		Fdrag : 120.0283  		m : 10.29525  		v : 422.79031 		Mach : 1.43333   		a : -21.48826 		altitude : 11803.82314		twr : 0.0       	
	t : 38.51     		Fthrust : 0         		Fdrag : 119.82644 		m : 10.29525  		v : 422.57563 		Mach : 1.4326    		a : -21.46861 		altitude : 11808.04997		twr : 0.0       	
	t : 38.52     		Fthrust : 0         		Fdrag : 119.62502 		m : 10.29525  		v : 422.36114 		Mach : 1.43188   		a : -21.449   		altitude : 11812.27466		twr : 0.0       	
	t : 38.53     		Fthrust : 0         		Fdrag : 119.42402 		m : 10.29525  		v : 422.14684 		Mach : 1.43115   		a : -21.42944 		altitude : 11816.4972		twr : 0.0       	
	t : 38.54     		Fthrust : 0         		Fdrag : 119.22345 		m : 10.29525  		v : 421.93274 		Mach : 1.43042   		a : -21.40992 		altitude : 11820.71759		twr : 0.0       	
	t : 38.55     		Fthrust : 0         		Fdrag : 119.02331 		m : 10.29525  		v : 421.71884 		Mach : 1.4297    		a : -21.39043 		altitude : 11824.93585		twr : 0.0       	
	t : 38.56     		Fthrust : 0         		Fdrag : 118.82359 		m : 10.29525  		v : 421.50513 		Mach : 1.42897   		a : -21.37099 		altitude : 11829.15197		twr : 0.0       	
	t : 38.57     		Fthrust : 0         		Fdrag : 118.62429 		m : 10.29525  		v : 421.29161 		Mach : 1.42825   		a : -21.35159 		altitude : 11833.36596		twr : 0.0       	
	t : 38.58     		Fthrust : 0         		Fdrag : 118.42542 		m : 10.29525  		v : 421.07829 		Mach : 1.42753   		a : -21.33224 		altitude : 11837.57781		twr : 0.0       	
	t : 38.59     		Fthrust : 0         		Fdrag : 118.22697 		m : 10.29525  		v : 420.86516 		Mach : 1.42681   		a : -21.31292 		altitude : 11841.78752		twr : 0.0       	
	t : 38.6      		Fthrust : 0         		Fdrag : 118.02894 		m : 10.29525  		v : 420.65223 		Mach : 1.42608   		a : -21.29364 		altitude : 11845.99511		twr : 0.0       	
	t : 38.61     		Fthrust : 0         		Fdrag : 117.83132 		m : 10.29525  		v : 420.43948 		Mach : 1.42536   		a : -21.27441 		altitude : 11850.20057		twr : 0.0       	
	t : 38.62     		Fthrust : 0         		Fdrag : 117.63413 		m : 10.29525  		v : 420.22693 		Mach : 1.42464   		a : -21.25521 		altitude : 11854.4039		twr : 0.0       	
	t : 38.63     		Fthrust : 0         		Fdrag : 117.43735 		m : 10.29525  		v : 420.01457 		Mach : 1.42392   		a : -21.23606 		altitude : 11858.60511		twr : 0.0       	
	t : 38.64     		Fthrust : 0         		Fdrag : 117.24098 		m : 10.29525  		v : 419.8024  		Mach : 1.4232    		a : -21.21695 		altitude : 11862.80419		twr : 0.0       	
	t : 38.65     		Fthrust : 0         		Fdrag : 117.04503 		m : 10.29525  		v : 419.59042 		Mach : 1.42248   		a : -21.19787 		altitude : 11867.00116		twr : 0.0       	
	t : 38.66     		Fthrust : 0         		Fdrag : 116.84949 		m : 10.29525  		v : 419.37863 		Mach : 1.42177   		a : -21.17884 		altitude : 11871.196 		twr : 0.0       	
	t : 38.67     		Fthrust : 0         		Fdrag : 116.65437 		m : 10.29525  		v : 419.16703 		Mach : 1.42105   		a : -21.15985 		altitude : 11875.38873		twr : 0.0       	
	t : 38.68     		Fthrust : 0         		Fdrag : 116.45965 		m : 10.29525  		v : 418.95563 		Mach : 1.42033   		a : -21.14089 		altitude : 11879.57934		twr : 0.0       	
	t : 38.69     		Fthrust : 0         		Fdrag : 116.26535 		m : 10.29525  		v : 418.74441 		Mach : 1.41962   		a : -21.12198 		altitude : 11883.76784		twr : 0.0       	
	t : 38.7      		Fthrust : 0         		Fdrag : 116.07145 		m : 10.29525  		v : 418.53338 		Mach : 1.4189    		a : -21.10311 		altitude : 11887.95423		twr : 0.0       	
	t : 38.71     		Fthrust : 0         		Fdrag : 115.87796 		m : 10.29525  		v : 418.32253 		Mach : 1.41819   		a : -21.08427 		altitude : 11892.13851		twr : 0.0       	
	t : 38.72     		Fthrust : 0         		Fdrag : 115.68488 		m : 10.29525  		v : 418.11188 		Mach : 1.41747   		a : -21.06548 		altitude : 11896.32068		twr : 0.0       	
	t : 38.73     		Fthrust : 0         		Fdrag : 115.4922  		m : 10.29525  		v : 417.90141 		Mach : 1.41676   		a : -21.04672 		altitude : 11900.50075		twr : 0.0       	
	t : 38.74     		Fthrust : 0         		Fdrag : 115.29993 		m : 10.29525  		v : 417.69113 		Mach : 1.41604   		a : -21.02801 		altitude : 11904.67871		twr : 0.0       	
	t : 38.75     		Fthrust : 0         		Fdrag : 115.10806 		m : 10.29525  		v : 417.48104 		Mach : 1.41533   		a : -21.00933 		altitude : 11908.85457		twr : 0.0       	
	t : 38.76     		Fthrust : 0         		Fdrag : 114.91659 		m : 10.29525  		v : 417.27113 		Mach : 1.41462   		a : -20.9907  		altitude : 11913.02834		twr : 0.0       	
	t : 38.77     		Fthrust : 0         		Fdrag : 114.72552 		m : 10.29525  		v : 417.06141 		Mach : 1.41391   		a : -20.9721  		altitude : 11917.2   		twr : 0.0       	
	t : 38.78     		Fthrust : 0         		Fdrag : 114.53485 		m : 10.29525  		v : 416.85187 		Mach : 1.4132    		a : -20.95354 		altitude : 11921.36956		twr : 0.0       	
	t : 38.79     		Fthrust : 0         		Fdrag : 114.34458 		m : 10.29525  		v : 416.64252 		Mach : 1.41249   		a : -20.93502 		altitude : 11925.53704		twr : 0.0       	
	t : 38.8      		Fthrust : 0         		Fdrag : 114.15471 		m : 10.29525  		v : 416.43336 		Mach : 1.41178   		a : -20.91654 		altitude : 11929.70242		twr : 0.0       	
	t : 38.81     		Fthrust : 0         		Fdrag : 113.96523 		m : 10.29525  		v : 416.22438 		Mach : 1.41107   		a : -20.8981  		altitude : 11933.8657		twr : 0.0       	
	t : 38.82     		Fthrust : 0         		Fdrag : 113.77615 		m : 10.29525  		v : 416.01558 		Mach : 1.41036   		a : -20.87969 		altitude : 11938.0269		twr : 0.0       	
	t : 38.83     		Fthrust : 0         		Fdrag : 113.58747 		m : 10.29525  		v : 415.80697 		Mach : 1.40966   		a : -20.86133 		altitude : 11942.18602		twr : 0.0       	
	t : 38.84     		Fthrust : 0         		Fdrag : 113.39917 		m : 10.29525  		v : 415.59854 		Mach : 1.40895   		a : -20.843   		altitude : 11946.34304		twr : 0.0       	
	t : 38.85     		Fthrust : 0         		Fdrag : 113.21127 		m : 10.29525  		v : 415.39029 		Mach : 1.40824   		a : -20.82471 		altitude : 11950.49799		twr : 0.0       	
	t : 38.86     		Fthrust : 0         		Fdrag : 113.02376 		m : 10.29525  		v : 415.18223 		Mach : 1.40754   		a : -20.80646 		altitude : 11954.65085		twr : 0.0       	
	t : 38.87     		Fthrust : 0         		Fdrag : 112.83664 		m : 10.29525  		v : 414.97434 		Mach : 1.40683   		a : -20.78824 		altitude : 11958.80163		twr : 0.0       	
	t : 38.88     		Fthrust : 0         		Fdrag : 112.64991 		m : 10.29525  		v : 414.76664 		Mach : 1.40613   		a : -20.77007 		altitude : 11962.95034		twr : 0.0       	
	t : 38.89     		Fthrust : 0         		Fdrag : 112.46357 		m : 10.29525  		v : 414.55912 		Mach : 1.40543   		a : -20.75193 		altitude : 11967.09697		twr : 0.0       	
